"Code","Symbol","Industry","Board"
"TER.MI","TERNIENERGIA","Unknown","Milan"
"CAD.MI","CAD IT SpA","Unknown","Milan"
"MTV.MI","Mondo TV SpA","Unknown","Milan"
"ENG.MI","Engineering Ingegneria Informati","Unknown","Milan"
"GAB.MI","Gabetti Property Solutions SpA","Unknown","Milan"
"FUL.MI","FullSix SpA","Unknown","Milan"
"CB.MI","Credito Bergamasco SpA","Unknown","Milan"
"BZU.MI","Buzzi Unicem SpA","Unknown","Milan"
"RGI.MI","RGI","Unknown","Milan"
"AZM.MI","Azimut Holding SpA","Unknown","Milan"
"ACO.MI","Acotel Group SpA","Unknown","Milan"
"TXT.MI","TXT E Solutions SpA","Unknown","Milan"
"PRL.MI","Pierrel SpA","Unknown","Milan"
"LTO.MI","Lottomatica SpA","Unknown","Milan"
"FSA.MI","Fondiaria (Sai Spa)","Unknown","Milan"
"VLS.MI","Valsoia S.p.A.","Unknown","Milan"
"NOE.MI","NoemaLife SpA","Unknown","Milan"
"PSF.MI","Poligrafica San Faustino SpA","Unknown","Milan"
"YAI.MI","AREA IMPIANTI","Unknown","Milan"
"VIS.MI","Greenvision Ambiente S.p.A.","Unknown","Milan"
"BF.MI","Bonifiche Ferraresi","Unknown","Milan"
"ENV.MI","ENERVIT","Unknown","Milan"
"CVAL.MI","Credito Valtellinese","Unknown","Milan"
"GMM.MI","GRUPPO MINERALI","Unknown","Milan"
"ACE.MI","Acea SpA","Unknown","Milan"
"FWB.MI","Fastweb SpA","Unknown","Milan"
"AUTME.MI","Autostrade Meridionali","Unknown","Milan"
"DEA.MI","DEA Capital SpA","Unknown","Milan"
"SPO.MI","Banca Popolare di Spoleto SpA","Unknown","Milan"
"TOD.MI","Tod's SPA","Unknown","Milan"
"AFI.MI","Aeroporto di Firenze SpA","Unknown","Milan"
"TAS.MI","Tas (Tecno Avanza Sistemi)","Unknown","Milan"
"BOE.MI","Boero Bartolomeo Spa","Unknown","Milan"
"AT.MI","Autostrada Torino Milano SpA","Unknown","Milan"
"MIC.MI","MIC","Unknown","Milan"
"CASS.MI","Cattolica Assicurazioni","Unknown","Milan"
"NR.MI","NOVA RE SpA","Unknown","Milan"
"DMA.MI","Dmail Group Spa","Unknown","Milan"
"TITR.MI","TELECOM ITALIA RNC","Unknown","Milan"
"CTIC.MI","CELL THERAPEUTICS","Unknown","Milan"
"UNIP.MI","UNIPOL PRIV","Unknown","Milan"
"FORA.MI","Fortis","Unknown","Milan"
"FP.MI","FIAT PRIV.","Unknown","Milan"
"FR.MI","FIAT RSP","Unknown","Milan"
"PCP.MI","PIRELLI & C.RNC","Unknown","Milan"
"ANMOAC.MI","ANIMA OAC 20.05.09","Unknown","Milan"
"IFR.MI","IFIL RNC","Unknown","Milan"
"ITR.MI","ITALCEMENTI RSP","Unknown","Milan"
"BZUR.MI","BUZZI UNICEM RNC","Unknown","Milan"
"FSAR.MI","FONDIARIA-SAI RNC","Unknown","Milan"
"DANR.MI","DANIELI & C. RSP","Unknown","Milan"
"STM.MI","Stmicroelectronics","Unknown","Milan"
"BNP.MI","BNP Paribas SA","Unknown","Milan"
"EXR.MI","IFI RSP","Unknown","Milan"
"TMER.MI","TELECOM IT MEDI RNC","Unknown","Milan"
"RCSR.MI","RCS MEDIAGROUP RNC","Unknown","Milan"
"DBK.MI","Deutsche Bank AG","Unknown","Milan"
"AXA.MI","AXA SA","Unknown","Milan"
"GEMR.MI","GEMINA RSP","Unknown","Milan"
"MFNC.MI","MONTEFIBRE RSP","Unknown","Milan"
"MIR.MI","MILANO ASS. RSP","Unknown","Milan"
"ALU.MI","Alcatel-Lucent","Unknown","Milan"
"INGA.MI","ING Groep","Unknown","Milan"
"EDNR.MI","EDISON RNC","Unknown","Milan"
"ALV.MI","Allianz SE","Unknown","Milan"
"SGR.MI","SAES GETTERS RNC","Unknown","Milan"
"ITMR.MI","ITALMOBILIARE RSP","Unknown","Milan"
"AGN.MI","Aegon","Unknown","Milan"
"DTE.MI","Deutsche Telekom AG","Unknown","Milan"
"ACA.MI","Credit Agricole","Unknown","Milan"
"NOK1V.MI","Nokia Oyj","Unknown","Milan"
"PGR.MI","SEAT PAG GIALLE RNC","Unknown","Milan"
"CRGR.MI","BANCA CARIGE RSP","Unknown","Milan"
"SANT.MI","Banco Santander SA","Unknown","Milan"
"GLE.MI","Societe Generale","Unknown","Milan"
"RNO.MI","Renault SA","Unknown","Milan"
"BBVA.MI","BBVA (Banco Bilbao)","Unknown","Milan"
"EOAN.MI","E.ON N","Unknown","Milan"
"BAY.MI","Bayer AG","Unknown","Milan"
"BB.MI","BB BIOTECH N","Unknown","Milan"
"BMW.MI","BMW AG","Unknown","Milan"
"DAI.MI","Daimler AG","Unknown","Milan"
"BOR.MI","BORGOSESIA RSP","Unknown","Milan"
"FTE.MI","France Telecom","Unknown","Milan"
"BDBR.MI","BCO DESIO BR. RNC","Unknown","Milan"
"INDR.MI","INDESIT COMPANY RNC","Unknown","Milan"
"TOT.MI","Total SA","Unknown","Milan"
"TEF.MI","Telefonica","Unknown","Milan"
"BASF.MI","BASF SE","Unknown","Milan"
"SIE.MI","Siemens AG","Unknown","Milan"
"UNA.MI","Unilever Nv","Unknown","Milan"
"SANF.MI","Sanofi-Aventis SA","Unknown","Milan"
"DNN.MI","Danone","Unknown","Milan"
"GSZ.MI","GDF Suez","Unknown","Milan"
"CRR.MI","Carrefour SA","Unknown","Milan"
"ZUCR.MI","ZUCCHI RNC","Unknown","Milan"
"IPGR.MI","IMPREGILO RSP","Unknown","Milan"
"SAP.MI","SAP AG","Unknown","Milan"
"PHIA.MI","Philips","Unknown","Milan"
"PP.MI","PPR SA","Unknown","Milan"
"MUV2.MI","Muenchener Rueck","Unknown","Milan"
"RWE.MI","RWE AG","Unknown","Milan"
"VIV.MI","Vivendi","Unknown","Milan"
"LVMH.MI","LVMH","Unknown","Milan"
"STEFR.MI","STEFANEL RNC","Unknown","Milan"
"OR.MI","Oreal (L')","Unknown","Milan"
"AH.MI","AHOLD","Unknown","Milan"
"EXO.MI","IFI SPA TORINO","Unknown","Milan"
"SPMR.MI","SAIPEM RCV","Unknown","Milan"
"UCGAXA.MI","UNICREDIT DIR.02.09","Unknown","Milan"
"COGOB.MI","COGEME DIR X OBCV","Unknown","Milan"
"MCHAXA.MI","MEDIACONTECH DIR","Unknown","Milan"
"COGAXA.MI","COGEME DIR","Unknown","Milan"
