"Code","Symbol","Industry","Board"
"DCI.TO","DirectCash Payments","Equity","Toronto"
"DDC.TO","Dominion Diamond","Equity","Toronto"
"DEE.TO","Delphi Energy Corp.","Equity","Toronto"
"DEJ.TO","Dejour Energy Inc J","Equity","Toronto"
"DEN.TO","Dundee Energy Ltd. J","Equity","Toronto"
"DF.TO","Dividend 15Split 2 A","Equity","Toronto"
"DFN.TO","Dividend 15 Splt A","Equity","Toronto"
"DGC.TO","Detour Gold Corp. J","Equity","Toronto"
"DGI.TO","Data Group Ltd.","Equity","Toronto"
"DGS.TO","Div Growth Splt Cl A","Equity","Toronto"
"DH.TO","DH Corporation ","Equity","Toronto"
"DHX-A.TO","DHX Media Ltd. VV","Equity","Toronto"
"DHX-B.TO","DHX Media Ltd.","Equity","Toronto"
"DII-A.TO","Dorel Ind Inc A MV","Equity","Toronto"
"DII-B.TO","Dorel Ind Inc B SV","Equity","Toronto"
"DIR-UN.TO","Dream Industrl REIT","Equity","Toronto"
"DIV.TO","Divers Rylty Corp. J","Equity","Toronto"
"DL.TO","Danier Leather SV","Equity","Toronto"
"DML.TO","Denison Mines Corp.","Equity","Toronto"
"DMM.TO","Dynasty Metals Inc J","Equity","Toronto"
"DNA.TO","Dalradian Res Inc. J","Equity","Toronto"
"DNG.TO","Dynacor Gold Mines J","Equity","Toronto"
"DNT.TO","Candente Copper J","Equity","Toronto"
"DOL.TO","Dollarama Inc.","Equity","Toronto"
"DOM-UN.TO","Dominion Citrus Un","Equity","Toronto"
"DOO.TO","BRP Inc. SV","Equity","Toronto"
"DPM.TO","Dundee Precious Mtl","Equity","Toronto"
"DR.TO","Medical Facilities","Equity","Toronto"
"DRA-UN.TO","Dream Hrd AsetAlt Un","Equity","Toronto"
"DRG-UN.TO","Dream Global REIT Un","Equity","Toronto"
"DRM.TO","DREAM Unltd Cl A SV","Equity","Toronto"
"DRN.TO","Delrand Resources J","Equity","Toronto"
"DRT.TO","DIRTT Env Solution J","Equity","Toronto"
"DRX.TO","ADF Group Inc. SV","Equity","Toronto"
"DS.TO","Dividend Select 15Eq","Equity","Toronto"
"DSG.TO","Descartes Systems","Equity","Toronto"
"DSL-UN.TO","DoubleLine Incm A Un","Equity","Toronto"
"DTX.TO","DeeThree Expl Ltd. J","Equity","Toronto"
"D-UN.TO","Dream Office REIT Un","Equity","Toronto"
"DW.TO","DataWind Inc. J","Equity","Toronto"
"DWI.TO","DragonWave Inc.","Equity","Toronto"
"E.TO","Enterprise Group Inc.","Equity","Toronto"
"EBC-UN.TO","EU Bl-Chp DivGrow Un","Equity","Toronto"
"EBF-UN.TO","European Stratgc Bal","Equity","Toronto"
"EBT-UN.TO","Euro Banc Cap Sec Un","Equity","Toronto"
"ECA.TO","EnCana Corp.","Equity","Toronto"
"ECF-UN.TO","East Coast InvGrd Un","Equity","Toronto"
"ECI.TO","EnerCare Inc.","Equity","Toronto"
"ECO.TO","EcoSynthetix Inc. J","Equity","Toronto"
"ECP.TO","Ecopetrol SA ADRs","Equity","Toronto"
"EDR.TO","Endeavour Silver J","Equity","Toronto"
"EDT.TO","Spectral Medical Inc.","Equity","Toronto"
"EDV.TO","Endeavour Mining Ord","Equity","Toronto"
"EE.TO","Exall Energy Corp. J","Equity","Toronto"
"EFH.TO","EGI Financial Hldgs","Equity","Toronto"
"EFL.TO","Electrovaya Inc.","Equity","Toronto"
"EFN.TO","Element Fin Corp.","Equity","Toronto"
"EFR.TO","Energy Fuels Inc. J","Equity","Toronto"
"EFX.TO","Enerflex Ltd.","Equity","Toronto"
"EGL-UN.TO","Eagle Energy Tr Un J","Equity","Toronto"
"EGZ.TO","Energizer Res Inc J","Equity","Toronto"
"EH.TO","easyhome Ltd.","Equity","Toronto"
"EIF.TO","Exchange Income Corp.","Equity","Toronto"
"EIT-UN.TO","Canoe EIT Income Un","Equity","Toronto"
"ELA-UN.TO","Excel LatinAmerBnd A","Equity","Toronto"
"ELB-UN.TO","Excel LatAmerBnd2 Un","Equity","Toronto"
"ELD.TO","Eldorado Gold Corp.","Equity","Toronto"
"ELF.TO","E-L Financial Corp.","Equity","Toronto"
"ELR.TO","Eastern Platinum J","Equity","Toronto"
"EMA.TO","Emera Incorporated","Equity","Toronto"
"EMD.TO","EMED Mining Ord J","Equity","Toronto"
"EMP-A.TO","Empire Co Cl A NV","Equity","Toronto"
"ENB.TO","Enbridge Inc.","Equity","Toronto"
"ENF.TO","Enbridge Incm Hldgs","Equity","Toronto"
"ENI-UN.TO","Energy Income Fnd Un","Equity","Toronto"
"ENL.TO","Endo Int'l plc Ord","Equity","Toronto"
"ENT.TO","ENTREC Corp.","Equity","Toronto"
"EOM.TO","Eco Oro Minerals J","Equity","Toronto"
"EPS.TO","Epsilon Energy Ltd J","Equity","Toronto"
"EQ.TO","EQ Inc. J","Equity","Toronto"
"EQB.TO","Equitable Group Inc.","Equity","Toronto"
"EQI.TO","Eqty Financl Hldgs J","Equity","Toronto"
"ER.TO","Eastmain Resources J","Equity","Toronto"
"ERD.TO","Erdene Res Dev J","Equity","Toronto"
"ERF.TO","Enerplus Corp.","Equity","Toronto"
"ERM.TO","Eclipse ResidntMtg A","Equity","Toronto"
"ESI.TO","Ensign Engy Services","Equity","Toronto"
"ESL.TO","Enghouse Systems Ltd.","Equity","Toronto"
"ESN.TO","Essential Energy Ltd.","Equity","Toronto"
"ESP.TO","Espial Group Inc. J","Equity","Toronto"
"ET.TO","Evertz Technologies","Equity","Toronto"
"ETG.TO","Entree Gold Inc. J","Equity","Toronto"
"ETX.TO","Etrion Corporation J","Equity","Toronto"
"EVT.TO","Economic Investment","Equity","Toronto"
"EXE.TO","Extendicare Inc.","Equity","Toronto"
"EXF.TO","EXFO Inc. SV","Equity","Toronto"
"EXN.TO","Excellon Resources J","Equity","Toronto"
"FAP.TO","Aberdeen Asia-Pacifc","Equity","Toronto"
"FAR.TO","Foraco Int'l SA","Equity","Toronto"
"FBS-B.TO","5Banc Split Cl B Cap","Equity","Toronto"
"FC.TO","Firm Cap Mtg Invest ","Equity","Toronto"
"FCO.TO","Formation Metals J","Equity","Toronto"
"FCS-UN.TO","Faircourt Splt Tr Un","Equity","Toronto"
"FCU.TO","Fission Uranium J","Equity","Toronto"
"FER.TO","Century Iron Mines J","Equity","Toronto"
"FFH.TO","Fairfax Financial SV","Equity","Toronto"
"FFH-U.TO","Fairfax Fin SV USF","Equity","Toronto"
"FFI-UN.TO","Flaherty&Crum Fix Un","Equity","Toronto"
"FFN.TO","NA Fin 15 Split A ","Equity","Toronto"
"FGX.TO","Faircourt Gld Incm A","Equity","Toronto"
"FIC.TO","Can-Fin Incm Eqty NV","Equity","Toronto"
"FIH-U.TO","Fairfax India SV USF","Equity","Toronto"
"FM.TO","First Quantum Mnrl J","Equity","Toronto"
"FN.TO","First Nat'l Fin Corp.","Equity","Toronto"
"FNI.TO","First Nickel Inc. J","Equity","Toronto"
"FNV.TO","Franco-Nevada Corp.","Equity","Toronto"
"FOR.TO","Fortune Bay Corp. J ","Equity","Toronto"
"FOS.TO","PhosCan Chemical J","Equity","Toronto"
"FP.TO","FP Newspapers Inc.","Equity","Toronto"
"FPX.TO","First Point Min J","Equity","Toronto"
"FR.TO","First Majestic J","Equity","Toronto"
"FRC.TO","Canyon Services Grp","Equity","Toronto"
"FRL-UN.TO","Sr Secured FltgLn Un","Equity","Toronto"
"FRO.TO","Frontr RareErth OrdJ","Equity","Toronto"
"FRU.TO","Freehold Royalties ","Equity","Toronto"
"FRX.TO","Fennec Pharmaceut J","Equity","Toronto"
"FSY.TO","Forsys Metals Corp. J","Equity","Toronto"
"FSZ.TO","Fiera Capital A SV","Equity","Toronto"
"FT.TO","Fortune Minerals J","Equity","Toronto"
"FTG.TO","Firan Tech Grp Corp.","Equity","Toronto"
"FTN.TO","Financial 15 Splt A","Equity","Toronto"
"FTP.TO","Fortress Paper Ltd A","Equity","Toronto"
"FTS.TO","Fortis Inc.","Equity","Toronto"
"FTT.TO","Finning Int'l Inc.","Equity","Toronto"
"FTU.TO","US Financial 15 Cl A","Equity","Toronto"
"FVI.TO","Fortuna Silver Mines","Equity","Toronto"
"FVL.TO","Freegold Ventures J","Equity","Toronto"
"G.TO","Goldcorp Inc.","Equity","Toronto"
"GBT-A.TO","BMTC Group Cl A SV","Equity","Toronto"
"GBU.TO","Gabriel Resources J","Equity","Toronto"
"GC.TO","Great Cdn Gaming ","Equity","Toronto"
"GCG.TO","Guardian Capital","Equity","Toronto"
"GCG-A.TO","Guardian Cap Cl A NV","Equity","Toronto"
"GCL.TO","Colabor Group Inc.","Equity","Toronto"
"GCM.TO","Gran Colombia Gold J","Equity","Toronto"
"GCT.TO","GVIC Commun Cl B","Equity","Toronto"
"GCT-C.TO","GVIC Commun Cl C NV","Equity","Toronto"
"GDC.TO","Genesis Land Dev","Equity","Toronto"
"GDG-UN.TO","Glbl Div Growers Un","Equity","Toronto"
"GDL.TO","Goodfellow Inc.","Equity","Toronto"
"GDP-UN.TO","Global Dividend Un","Equity","Toronto"
"GDS.TO","Gendis Inc.","Equity","Toronto"
"GEI.TO","Gibson Energy Inc.","Equity","Toronto"
"GEN.TO","GeneNews Limited J","Equity","Toronto"
"GEO.TO","Geodrill Limited Ord","Equity","Toronto"
"GFS.TO","GASFRAC Energy Serv","Equity","Toronto"
"GGA.TO","Goldgroup Mining J","Equity","Toronto"
"GGD.TO","GoGold Resources J","Equity","Toronto"
"GGT-UN.TO","Goodman Gold Tr Un","Equity","Toronto"
"GH.TO","Gamehost Inc.","Equity","Toronto"
"GHC-UN.TO","Glbl HealthcareDvdFd","Equity","Toronto"
"GIB-A.TO","CGI Group Cl A SV","Equity","Toronto"
"GIF-UN.TO","Global Infras Div Un","Equity","Toronto"
"GII-UN.TO","Globe Divers Grd 2Un","Equity","Toronto"
"GIL.TO","Gildan Activewear","Equity","Toronto"
