"Code","Symbol","Industry","Board"
"MAC.BR","MACHELEN","Unknown","Brussels"
"SCHD.BR","Scheerders Van Kerch Veren Fab","Unknown","Brussels"
"COBH.BR","Co.Br.Ha","Unknown","Brussels"
"ALROU.BR","De Rouck Geomatics SA","Unknown","Brussels"
"CIM.BR","Cimescaut","Unknown","Brussels"
"HZV1.BR","HANZEVAST CS 1","Unknown","Brussels"
"EMD.BR","EMD MUSIC","Unknown","Brussels"
"DEXSB.BR","DEXIA STRIP","Unknown","Brussels"
"ZENTS.BR","ZENITEL STRIP VVPR","Unknown","Brussels"
"FORS.BR","FORTIS STRIP","Unknown","Brussels"
"BELUS.BR","BELUGA STRIP VVPR","Unknown","Brussels"
"TOTS.BR","TOTAL STRIP","Unknown","Brussels"
"GBLSB.BR","GBL STRIP","Unknown","Brussels"
"GSZB.BR","GDF Suez","Unknown","Brussels"
"REAS.BR","REALDOLMEN STRIP","Unknown","Brussels"
"MTL.BR","ARCELORMITTAL REG","Unknown","Brussels"
"INGS.BR","ING GROEP IDR","Unknown","Brussels"
"KBCS.BR","KBC GR STRIP","Unknown","Brussels"
"INGB.BR","ING Groep","Unknown","Brussels"
"SPES.BR","SPECTOR STRIP VVPR","Unknown","Brussels"
"PFEB.BR","PFIZER IDR BOIC","Unknown","Brussels"
"ALUB.BR","Alcatel-Lucent","Unknown","Brussels"
"FPB.BR","Total SA","Unknown","Brussels"
"HAMS.BR","HAMON STRIP","Unknown","Brussels"
"THEB.BR","THENERGO","Unknown","Brussels"
"UGB.BR","Peugeot SA","Unknown","Brussels"
"NESTS.BR","NESTLE IDR","Unknown","Brussels"
"BRES.BR","BREDERODE STRIP","Unknown","Brussels"
"DEFS.BR","DEFICOM STRIP VVPR","Unknown","Brussels"
"CATE.BR","CATERPILLAR IDR","Unknown","Brussels"
"SIPS.BR","SIPEF STRIP","Unknown","Brussels"
"PARDS.BR","PARADISIO VVPR","Unknown","Brussels"
"TESS.BR","TESSENDERLO STRIP","Unknown","Brussels"
"F.BR","FORD MOTOR IDR","Unknown","Brussels"
"RIOS.BR","RIO TINTO CT-B","Unknown","Brussels"
"MITS.BR","MITISKA STRIP VVPR","Unknown","Brussels"
"NATS.BR","CNP STRIP","Unknown","Brussels"
"GEB.BR","GENL.EL.IDR","Unknown","Brussels"
"BEKS.BR","BEKAERT STRIP VVPR","Unknown","Brussels"
"SEVB.BR","SUEZ ENV. CPY","Unknown","Brussels"
"ACKS.BR","ACKERMANS STRIP","Unknown","Brussels"
"VPKS.BR","VPK PACKAGING VVPR","Unknown","Brussels"
"VLV.BR","VOLVO B CERT SOGES","Unknown","Brussels"
"GT.BR","GOODYEAR T&R ZT-B","Unknown","Brussels"
"BARS.BR","BARCO STRIP","Unknown","Brussels"
"IBAS.BR","IBA STRIP","Unknown","Brussels"
"ROUS.BR","RMG STRIP VVPR","Unknown","Brussels"
"JPMC.BR","JP MORG CHASE IDR","Unknown","Brussels"
"IBMC.BR","IBM IDR","Unknown","Brussels"
"DIES.BR","D'IETEREN STRIP","Unknown","Brussels"
"VRAB.BR","Vranken Pommery Monopole","Unknown","Brussels"
"RECV.BR","RECTICEL VVPR","Unknown","Brussels"
"BAB.BR","BOEING CO ZT-B","Unknown","Brussels"
"COMS.BR","CIE BOIS SAUV.STRIP","Unknown","Brussels"
"ATES.BR","ATENOR STRIP VVPR","Unknown","Brussels"
"CVX.BR","CHEVRON IDR","Unknown","Brussels"
"IRIV.BR","IRIS STRIP","Unknown","Brussels"
"SZEB.BR","SUEZ SA","Unknown","Brussels"
"DOWB.BR","DOW CHEMICAL IDR","Unknown","Brussels"
"GMB.BR","GENL MOTORS IDR","Unknown","Brussels"
"SGOB.BR","Saint Gobain","Unknown","Brussels"
"COLRS.BR","COLRUYT STRIP VVPR","Unknown","Brussels"
"AUXS.BR","AUXIMINES STR VVPR","Unknown","Brussels"
"MOURS.BR","MOURY STRIP VVPR","Unknown","Brussels"
"WESL.BR","WESTLAND 2004","Unknown","Brussels"
"MACK.BR","MACHELEN KUURNE","Unknown","Brussels"
"SAPS.BR","SAPEC STRIP VVPR","Unknown","Brussels"
"NSCBE0LORNB6.BR","ARCELORMITTAL EM 04","Unknown","Brussels"
"TUBAT.BR","FIN.TUBIZE RTS05","Unknown","Brussels"
"BNN33.BR","BROOKFIELD RTS CP33","Unknown","Brussels"
"A673Z.BR","DXB/COBA WTS 09","Unknown","Brussels"
"A270Z.BR","C/COBA WTS 09","Unknown","Brussels"
"SEVBA.BR","SUEZ ENV. CPY DA 10","Unknown","Brussels"
